cod_departamento;departamento;cod_municipio;municipio;cod_centro_poblado;centro_poblado;tipo_centro_poblado;Longitud;Latitud
05;ANTIOQUIA;05001;MEDELLÍN;05001000;MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN;CM;-75,578661;6,250063
05;ANTIOQUIA;05001;MEDELLÍN;05001001;PALMITAS;CP;-75,690039;6,343329
05;ANTIOQUIA;05001;MEDELLÍN;05001004;SANTA ELENA;CP;-75,501293;6,210599
05;ANTIOQUIA;05001;MEDELLÍN;05001009;ALTAVISTA;CP;-75,644721;6,220472
05;ANTIOQUIA;05001;MEDELLÍN;05001010;AGUAS FRÍAS;CP;-75,635261;6,232665
05;ANTIOQUIA;05001;MEDELLÍN;05001013;SAN JOSÉ DEL MANZANILLO;CP;-75,613254;6,205992
05;ANTIOQUIA;05001;MEDELLÍN;05001014;BARRO BLANCO;CP;-75,477868;6,234506
05;ANTIOQUIA;05001;MEDELLÍN;05001015;EL CERRO;CP;-75,491056;6,201982
05;ANTIOQUIA;05001;MEDELLÍN;05001017;EL PATIO;CP;-75,65111;6,277841
05;ANTIOQUIA;05001;MEDELLÍN;05001018;EL PLACER;CP;-75,492971;6,224788
05;ANTIOQUIA;05001;MEDELLÍN;05001019;EL PLAN;CP;-75,518361;6,204348
05;ANTIOQUIA;05001;MEDELLÍN;05001022;LA ALDEA;CP;-75,703423;6,342421
05;ANTIOQUIA;05001;MEDELLÍN;05001023;LA CUCHILLA;CP;-75,65356;6,293513
05;ANTIOQUIA;05001;MEDELLÍN;05001025;LA PALMA;CP;-75,648077;6,273406
05;ANTIOQUIA;05001;MEDELLÍN;05001027;LAS PLAYAS;CP;-75,649303;6,284456
05;ANTIOQUIA;05001;MEDELLÍN;05001029;PIEDRA GORDA;CP;-75,498185;6,234886
05;ANTIOQUIA;05001;MEDELLÍN;05001031;POTRERITO;CP;-75,668067;6,183065
05;ANTIOQUIA;05001;MEDELLÍN;05001032;TRAVESÍAS;CP;-75,643128;6,286948
05;ANTIOQUIA;05001;MEDELLÍN;05001033;URQUITA;CP;-75,698148;6,365318
05;ANTIOQUIA;05001;MEDELLÍN;05001035;BOQUERÓN;CP;-75,657851;6,315868
05;ANTIOQUIA;05001;MEDELLÍN;05001039;EL LLANO 1;CP;-75,649476;6,294584
05;ANTIOQUIA;05001;MEDELLÍN;05001040;EL LLANO;CP;-75,505515;6,195631
05;ANTIOQUIA;05001;MEDELLÍN;05001048;LA VERDE;CP;-75,639004;6,189958
05;ANTIOQUIA;05001;MEDELLÍN;05001052;MATASANO;CP;-75,493578;6,258862
05;ANTIOQUIA;05001;MEDELLÍN;05001054;MATASANO 2;CP;-75,504674;6,266006
05;ANTIOQUIA;05001;MEDELLÍN;05001055;MAZO;CP;-75,498723;6,24832
05;ANTIOQUIA;05001;MEDELLÍN;05001057;MEDIA LUNA;CP;-75,516161;6,241195
05;ANTIOQUIA;05001;MEDELLÍN;05001066;LAS CAMELIAS;CP;-75,643377;6,196729
05;ANTIOQUIA;05002;ABEJORRAL;05002000;ABEJORRAL;CM;-75,428739;5,789315
05;ANTIOQUIA;05002;ABEJORRAL;05002002;PANTANILLO;CP;-75,490787;5,730256
05;ANTIOQUIA;05002;ABEJORRAL;05002004;NARANJAL - LAS FONDAS;CP;-75,514084;5,763384
05;ANTIOQUIA;05002;ABEJORRAL;05002016;LAS CANOAS;CP;-75,429071;5,782188
05;ANTIOQUIA;05004;ABRIAQUÍ;05004000;ABRIAQUÍ;CM;-76,064703;6,631806
05;ANTIOQUIA;05004;ABRIAQUÍ;05004003;POTREROS SECTOR 1;CP;-76,089393;6,67448
05;ANTIOQUIA;05021;ALEJANDRÍA;05021000;ALEJANDRÍA;CM;-75,141346;6,376061
05;ANTIOQUIA;05030;AMAGÁ;05030000;AMAGÁ;CM;-75,702041;6,038817
05;ANTIOQUIA;05030;AMAGÁ;05030001;CAMILO C;CP;-75,698672;6,02658
05;ANTIOQUIA;05030;AMAGÁ;05030003;LA CLARITA;CP;-75,699419;6,069094
05;ANTIOQUIA;05030;AMAGÁ;05030004;LA FERREIRA;CP;-75,709024;6,063192
05;ANTIOQUIA;05030;AMAGÁ;05030005;LA GUALÍ;CP;-75,70687;6,057368
05;ANTIOQUIA;05030;AMAGÁ;05030006;PIEDECUESTA;CP;-75,69346;6,049992
05;ANTIOQUIA;05030;AMAGÁ;05030011;MINAS;CP;-75,701064;6,077355
05;ANTIOQUIA;05030;AMAGÁ;05030012;CAMILO C - ALTO DE LA VIRGEN;CP;-75,703336;6,027213
05;ANTIOQUIA;05030;AMAGÁ;05030013;PIEDECUESTA - MANI DE LAS CASAS;CP;-75,694019;6,055273
05;ANTIOQUIA;05031;AMALFI;05031000;AMALFI;CM;-75,082524;6,912305
05;ANTIOQUIA;05031;AMALFI;05031004;PORTACHUELO;CP;-74,92645;6,801678
05;ANTIOQUIA;05034;ANDES;05034000;ANDES;CM;-75,878828;5,657194
05;ANTIOQUIA;05034;ANDES;05034001;BUENOS AIRES;CP;-75,83555;5,682787
05;ANTIOQUIA;05034;ANDES;05034003;SAN JOSÉ;CP;-75,870355;5,736089
05;ANTIOQUIA;05034;ANDES;05034006;SANTA RITA;CP;-75,917387;5,612796
05;ANTIOQUIA;05034;ANDES;05034007;TAPARTÓ;CP;-75,965055;5,700929
05;ANTIOQUIA;05034;ANDES;05034012;SANTA INÉS;CP;-75,899904;5,563851
05;ANTIOQUIA;05034;ANDES;05034014;SAN BARTOLO;CP;-75,853418;5,637615
05;ANTIOQUIA;05034;ANDES;05034015;LA CHAPARRALA - LA UNIÓN;CP;-75,924471;5,652848
05;ANTIOQUIA;05036;ANGELÓPOLIS;05036000;ANGELÓPOLIS;CM;-75,711389;6,109719
05;ANTIOQUIA;05036;ANGELÓPOLIS;05036001;LA ESTACIÓN;CP;-75,703416;6,084547
05;ANTIOQUIA;05036;ANGELÓPOLIS;05036006;SANTA RITA;CP;-75,709746;6,099417
05;ANTIOQUIA;05036;ANGELÓPOLIS;05036011;CIENAGUITA;CP;-75,749118;6,119138
05;ANTIOQUIA;05038;ANGOSTURA;05038000;ANGOSTURA;CM;-75,335116;6,885175
05;ANTIOQUIA;05038;ANGOSTURA;05038008;LLANOS DE CUIBA;CP;-75,487459;6,812975
05;ANTIOQUIA;05040;ANORÍ;05040000;ANORÍ;CM;-75,148355;7,074703
05;ANTIOQUIA;05040;ANORÍ;05040002;LIBERIA;CP;-74,999434;7,381356
05;ANTIOQUIA;05042;SANTA FÉ DE ANTIOQUIA;05042000;SANTA FÉ DE ANTIOQUIA;CM;-75,826648;6,556484
05;ANTIOQUIA;05042;SANTA FÉ DE ANTIOQUIA;05042002;LAURELES;CP;-75,947975;6,490919
05;ANTIOQUIA;05042;SANTA FÉ DE ANTIOQUIA;05042006;EL PESCADO;CP;-75,91043;6,495648
05;ANTIOQUIA;05042;SANTA FÉ DE ANTIOQUIA;05042007;SABANAS;CP;-75,912663;6,460609
05;ANTIOQUIA;05042;SANTA FÉ DE ANTIOQUIA;05042008;KILOMETRO 2;CP;-75,846441;6,560421
05;ANTIOQUIA;05042;SANTA FÉ DE ANTIOQUIA;05042009;PASO REAL;CP;-75,819659;6,520831
05;ANTIOQUIA;05044;ANZÁ;05044000;ANZÁ;CM;-75,854442;6,302641
05;ANTIOQUIA;05044;ANZÁ;05044001;GUINTAR;CP;-75,956132;6,30209
05;ANTIOQUIA;05044;ANZÁ;05044005;LA CEJITA;CP;-75,911027;6,326701
05;ANTIOQUIA;05044;ANZÁ;05044006;LA HIGUINA;CP;-75,850989;6,367318
05;ANTIOQUIA;05045;APARTADÓ;05045000;APARTADÓ;CM;-76,625135;7,883257
05;ANTIOQUIA;05045;APARTADÓ;05045001;SAN JOSÉ DE APARTADÓ;CP;-76,562246;7,883894
05;ANTIOQUIA;05045;APARTADÓ;05045002;CHURIDÓ;CP;-76,668837;7,864565
05;ANTIOQUIA;05045;APARTADÓ;05045003;ZUNGO CARRETERA;CP;-76,649045;7,823743
05;ANTIOQUIA;05045;APARTADÓ;05045009;EL REPOSO;CP;-76,653891;7,799491
05;ANTIOQUIA;05045;APARTADÓ;05045010;BAJO DEL OSO;CP;-76,6253;7,910059
05;ANTIOQUIA;05045;APARTADÓ;05045011;EL SALVADOR;CP;-76,648605;7,878334
05;ANTIOQUIA;05045;APARTADÓ;05045014;PUERTO GIRÓN;CP;-76,737183;7,905166
05;ANTIOQUIA;05045;APARTADÓ;05045015;LOMA VERDE;CP;-76,643607;7,823986
05;ANTIOQUIA;05045;APARTADÓ;05045016;SAN PABLO;CP;-76,714702;7,897865
05;ANTIOQUIA;05045;APARTADÓ;05045017;LA ESMERALDA;CP;-76,653995;7,79286
05;ANTIOQUIA;05045;APARTADÓ;05045018;SAL SI PUEDES;CP;-76,601415;7,864513
05;ANTIOQUIA;05051;ARBOLETES;05051000;ARBOLETES;CM;-76,426708;8,849317
05;ANTIOQUIA;05051;ARBOLETES;05051001;BUENOS AIRES;CP;-76,282648;8,611246
05;ANTIOQUIA;05051;ARBOLETES;05051003;EL CARMELO;CP;-76,381608;8,616307
05;ANTIOQUIA;05051;ARBOLETES;05051005;LAS NARANJITAS;CP;-76,333453;8,529288
05;ANTIOQUIA;05051;ARBOLETES;05051008;EL YESO;CP;-76,475696;8,616279
05;ANTIOQUIA;05051;ARBOLETES;05051009;LA TRINIDAD;CP;-76,510261;8,625491
05;ANTIOQUIA;05051;ARBOLETES;05051010;LAS PLATAS (SANTAFÉ);CP;-76,440354;8,581424
05;ANTIOQUIA;05051;ARBOLETES;05051011;LA CANDELARIA;CP;-76,450294;8,657619
05;ANTIOQUIA;05051;ARBOLETES;05051014;EL GUADUAL;CP;-76,384497;8,486778
05;ANTIOQUIA;05051;ARBOLETES;05051017; LA ATOYOSA ;CP;-76,423435;8,673426
05;ANTIOQUIA;05051;ARBOLETES;05051019; SAN JOSÉ DEL CARMELO ;CP;-76,393931;8,588888
05;ANTIOQUIA;05055;ARGELIA;05055000;ARGELIA;CM;-75,141741;5,730672
05;ANTIOQUIA;05059;ARMENIA;05059000;ARMENIA;CM;-75,787072;6,155889
05;ANTIOQUIA;05059;ARMENIA;05059001;LA HERRADURA;CP;-75,806938;6,146038
05;ANTIOQUIA;05059;ARMENIA;05059003;EL SOCORRO;CP;-75,785122;6,146176
05;ANTIOQUIA;05059;ARMENIA;05059006;FILO SECO;CP;-75,811939;6,142616
05;ANTIOQUIA;05059;ARMENIA;05059009;PALMICHAL;CP;-75,807008;6,159839
05;ANTIOQUIA;05079;BARBOSA;05079000;BARBOSA;CM;-75,331627;6,439195
05;ANTIOQUIA;05079;BARBOSA;05079001;HATILLO;CP;-75,392108;6,410173
05;ANTIOQUIA;05079;BARBOSA;05079005;PLATANITO;CP;-75,406864;6,405181
05;ANTIOQUIA;05079;BARBOSA;05079008;ISAZA;CP;-75,362101;6,420168
05;ANTIOQUIA;05079;BARBOSA;05079014;POPALITO;CP;-75,284275;6,47285
05;ANTIOQUIA;05079;BARBOSA;05079016;YARUMITO;CP;-75,303734;6,457457
05;ANTIOQUIA;05079;BARBOSA;05079017;TABLAZO - HATILLO;CP;-75,413305;6,418865
05;ANTIOQUIA;05079;BARBOSA;05079018;EL PARAISO;CP;-75,414866;6,413142
05;ANTIOQUIA;05079;BARBOSA;05079019;EL SALADITO;CP;-75,401845;6,407348
05;ANTIOQUIA;05079;BARBOSA;05079020;LOMITA 1;CP;-75,406986;6,41825
05;ANTIOQUIA;05079;BARBOSA;05079021;LOMITA 2;CP;-75,407773;6,415728
05;ANTIOQUIA;05079;BARBOSA;05079022;LA PRIMAVERA;CP;-75,406364;6,413749
05;ANTIOQUIA;05079;BARBOSA;05079023;TAMBORCITO;CP;-75,311817;6,451623
05;ANTIOQUIA;05086;BELMIRA;05086000;BELMIRA;CM;-75,667779;6,606319
05;ANTIOQUIA;05086;BELMIRA;05086001;LABORES;CP;-75,612503;6,709708
05;ANTIOQUIA;05086;BELMIRA;05086003;RÍO ARRIBA;CP;-75,671585;6,613094
05;ANTIOQUIA;05088;BELLO;05088000;BELLO;CM;-75,555245;6,333587
05;ANTIOQUIA;05088;BELLO;05088008;POTRERITO;CP;-75,579602;6,331692
05;ANTIOQUIA;05088;BELLO;05088013;SAN FÉLIX;CP;-75,608548;6,340434
05;ANTIOQUIA;05088;BELLO;05088018;EL PINAR;CP;-75,530891;6,301595
05;ANTIOQUIA;05088;BELLO;05088020;EL ALBERGUE;CP;-75,536494;6,306904
05;ANTIOQUIA;05088;BELLO;05088022;LA CHINA;CP;-75,614714;6,398128
05;ANTIOQUIA;05088;BELLO;05088023;LA UNIÓN;CP;-75,621225;6,38243
05;ANTIOQUIA;05091;BETANIA;05091000;BETANIA;CM;-75,975655;5,744735
05;ANTIOQUIA;05091;BETANIA;05091003;SAN LUIS;CP;-75,986423;5,7535
05;ANTIOQUIA;05093;BETULIA;05093000;BETULIA;CM;-75,984452;6,115208
05;ANTIOQUIA;05093;BETULIA;05093001;ALTAMIRA;CP;-75,949285;6,21962
05;ANTIOQUIA;05101;CIUDAD BOLÍVAR;05101000;CIUDAD BOLÍVAR;CM;-76,021509;5,850273
05;ANTIOQUIA;05101;CIUDAD BOLÍVAR;05101002;SAN BERNARDO DE LOS FARALLONES;CP;-76,029314;5,799984
05;ANTIOQUIA;05101;CIUDAD BOLÍVAR;05101006;ALFONSO LÓPEZ (SAN GREGORIO);CP;-75,957061;5,895614
05;ANTIOQUIA;05101;CIUDAD BOLÍVAR;05101008;VILLA ALEGRÍA;CP;-76,01367;5,783321
05;ANTIOQUIA;05101;CIUDAD BOLÍVAR;05101010;EL CABRERO - BOLÍVAR ARRIBA;CP;-76,035653;5,865983
05;ANTIOQUIA;05107;BRICEÑO;05107000;BRICEÑO;CM;-75,54813;7,114883
05;ANTIOQUIA;05107;BRICEÑO;05107001;BERLÍN (PUEBLO NUEVO);CP;-75,625932;7,10759
05;ANTIOQUIA;05107;BRICEÑO;05107002;EL ROBLAL;CP;-75,586775;7,137653
05;ANTIOQUIA;05107;BRICEÑO;05107003;LAS AURAS;CP;-75,51501;7,193361
05;ANTIOQUIA;05107;BRICEÑO;05107004;TRAVESIAS;CP;-75,57177;7,133972
05;ANTIOQUIA;05113;BURITICÁ;05113000;BURITICÁ;CM;-75,907496;6,71973
05;ANTIOQUIA;05113;BURITICÁ;05113001;EL NARANJO;CP;-75,897525;6,69307
05;ANTIOQUIA;05113;BURITICÁ;05113002;GUARCO;CP;-75,941921;6,727579
05;ANTIOQUIA;05113;BURITICÁ;05113003;TABACAL;CP;-75,91451;6,805923
05;ANTIOQUIA;05113;BURITICÁ;05113004;LLANOS DE URARCO;CP;-75,916915;6,910451
05;ANTIOQUIA;05113;BURITICÁ;05113005;LA ANGELINA;CP;-75,847818;6,694226
05;ANTIOQUIA;05113;BURITICÁ;05113008;LA MARIELA;CP;-75,906473;6,72694
05;ANTIOQUIA;05120;CÁCERES;05120000;CÁCERES;CM;-75,35205;7,578366
05;ANTIOQUIA;05120;CÁCERES;05120002;EL JARDÍN (TAMANÁ);CP;-75,253751;7,754663
05;ANTIOQUIA;05120;CÁCERES;05120003;GUARUMO;CP;-75,208141;7,854018
05;ANTIOQUIA;05120;CÁCERES;05120004;MANIZALES;CP;-75,414361;7,836838
05;ANTIOQUIA;05120;CÁCERES;05120006;PUERTO BÉLGICA;CP;-75,28467;7,665082
05;ANTIOQUIA;05120;CÁCERES;05120010;PIAMONTE;CP;-75,205584;7,782877
05;ANTIOQUIA;05120;CÁCERES;05120012;RÍO MAN;CP;-75,208103;7,94445
05;ANTIOQUIA;05120;CÁCERES;05120013;LAS PAMPAS;CP;-75,272833;7,715215
05;ANTIOQUIA;05120;CÁCERES;05120014;NICARAGUA;CP;-75,384177;7,734309
05;ANTIOQUIA;05120;CÁCERES;05120015;PUERTO SANTO;CP;-75,205779;7,797729
05;ANTIOQUIA;05125;CAICEDO;05125000;CAICEDO;CM;-75,98293;6,405607
05;ANTIOQUIA;05129;CALDAS;05129000;CALDAS;CM;-75,633619;6,091296
05;ANTIOQUIA;05129;CALDAS;05129001;EL CAÑO;CP;-75,640529;6,107706
05;ANTIOQUIA;05129;CALDAS;05129002;LA RAYA;CP;-75,640823;6,111302
05;ANTIOQUIA;05129;CALDAS;05129004;LA MIEL;CP;-75,622237;6,102587
05;ANTIOQUIA;05129;CALDAS;05129005;LA CORRALITA;CP;-75,620937;6,088335
05;ANTIOQUIA;05129;CALDAS;05129006;LA PRIMAVERA SANTA CRUZ;CP;-75,637212;6,067774
05;ANTIOQUIA;05129;CALDAS;05129007;EL RAIZAL;CP;-75,645153;6,087699
05;ANTIOQUIA;05129;CALDAS;05129008;LA CLARA;CP;-75,619807;6,048023
05;ANTIOQUIA;05129;CALDAS;05129009;LA QUIEBRA;CP;-75,64824;6,059994
05;ANTIOQUIA;05129;CALDAS;05129010;LA SALADA PARTE BAJA;CP;-75,624602;6,049949
05;ANTIOQUIA;05129;CALDAS;05129011;LA TOLVA;CP;-75,637958;6,059361
05;ANTIOQUIA;05129;CALDAS;05129012;LA VALERIA;CP;-75,647988;6,093382
05;ANTIOQUIA;05129;CALDAS;05129013;LA AGUACATALA;CP;-75,643154;6,103494
05;ANTIOQUIA;05129;CALDAS;05129015;LA CHUSCALA;CP;-75,639579;6,082884
05;ANTIOQUIA;05129;CALDAS;05129016;SALINAS;CP;-75,660185;6,055835
05;ANTIOQUIA;05134;CAMPAMENTO;05134000;CAMPAMENTO;CM;-75,298091;6,979771
05;ANTIOQUIA;05134;CAMPAMENTO;05134001;LA CHIQUITA;CP;-75,263683;6,97158
05;ANTIOQUIA;05134;CAMPAMENTO;05134002;LA SOLITA;CP;-75,277262;7,058525
05;ANTIOQUIA;05134;CAMPAMENTO;05134003;LLANADAS;CP;-75,272488;7,039327
05;ANTIOQUIA;05138;CAÑASGORDAS;05138000;CAÑASGORDAS;CM;-76,03221;6,759478
05;ANTIOQUIA;05138;CAÑASGORDAS;05138001;BUENOS AIRES - PARTE ALTA;CP;-76,009653;6,726196
05;ANTIOQUIA;05138;CAÑASGORDAS;05138002;CESTILLAL;CP;-76,073632;6,853162
05;ANTIOQUIA;05138;CAÑASGORDAS;05138003;JUNTAS DE URAMITA;CP;-76,031369;6,921305
05;ANTIOQUIA;05138;CAÑASGORDAS;05138005;SAN PASCUAL;CP;-76,04742;6,846649
05;ANTIOQUIA;05138;CAÑASGORDAS;05138009;VILLA VICTORIA;CP;-76,028145;6,926134
05;ANTIOQUIA;05142;CARACOLÍ;05142000;CARACOLÍ;CM;-74,757421;6,409829
05;ANTIOQUIA;05145;CARAMANTA;05145000;CARAMANTA;CM;-75,643868;5,54853
05;ANTIOQUIA;05145;CARAMANTA;05145001;ALEGRÍAS;CP;-75,607312;5,54632
05;ANTIOQUIA;05145;CARAMANTA;05145002;SUCRE;CP;-75,606616;5,579788
05;ANTIOQUIA;05145;CARAMANTA;05145003;BARRO BLANCO;CP;-75,591958;5,537736
05;ANTIOQUIA;05145;CARAMANTA;05145005;AGUADITA GRANDE;CP;-75,607661;5,571608
05;ANTIOQUIA;05145;CARAMANTA;05145006;SAN ANTONIO;CP;-75,672572;5,581372
05;ANTIOQUIA;05147;CAREPA;05147000;CAREPA;CM;-76,652822;7,755199
05;ANTIOQUIA;05147;CAREPA;05147003;PIEDRAS BLANCAS;CP;-76,556229;7,74578
05;ANTIOQUIA;05147;CAREPA;05147004;ZUNGO EMBARCADERO - PUEBLO NUEVO;CP;-76,739217;7,847152
05;ANTIOQUIA;05147;CAREPA;05147005;ZUNGO EMBARCADERO - 11 DE NOVIEMBRE;CP;-76,734493;7,846814
05;ANTIOQUIA;05147;CAREPA;05147006;CASA VERDE;CP;-76,654282;7,788421
05;ANTIOQUIA;05147;CAREPA;05147007;EL ENCANTO;CP;-76,710889;7,748938
05;ANTIOQUIA;05147;CAREPA;05147008;ZUNGO EMBARCADERO - 28 DE OCTUBRE;CP;-76,742764;7,850593
05;ANTIOQUIA;05147;CAREPA;05147009;BELENCITO;CP;-76,508207;7,801248
05;ANTIOQUIA;05147;CAREPA;05147010;BOSQUES DE LOS ALMENDROS;CP;-76,649682;7,789198
05;ANTIOQUIA;05147;CAREPA;05147011;CAREPITA CANALUNO;CP;-76,754285;7,831245
05;ANTIOQUIA;05147;CAREPA;05147012;SACRAMENTO LA LUCHA;CP;-76,661045;7,789598
05;ANTIOQUIA;05147;CAREPA;05147013;LOS NARANJALES;CP;-76,71321;7,819464
05;ANTIOQUIA;05147;CAREPA;05147014;VIJAGUAL;CP;-76,70453;7,814059
05;ANTIOQUIA;05147;CAREPA;05147015;NUEVA ESPERANZA ;CP;-76,756001;7,845022
05;ANTIOQUIA;05148;EL CARMEN DE VIBORAL;05148000;EL CARMEN DE VIBORAL;CM;-75,334146;6,083185
05;ANTIOQUIA;05148;EL CARMEN DE VIBORAL;05148003;AGUAS CLARAS;CP;-75,377162;6,073016
05;ANTIOQUIA;05148;EL CARMEN DE VIBORAL;05148005;LA CHAPA;CP;-75,31689;6,052812
05;ANTIOQUIA;05148;EL CARMEN DE VIBORAL;05148006;CAMPO ALEGRE;CP;-75,325396;6,06072
05;ANTIOQUIA;05148;EL CARMEN DE VIBORAL;05148008;LA AURORA - LAS BRISAS;CP;-75,326894;6,084376
05;ANTIOQUIA;05150;CAROLINA;05150000;CAROLINA DEL PRÍNCIPE;CM;-75,283192;6,725995
05;ANTIOQUIA;05154;CAUCASIA;05154000;CAUCASIA;CM;-75,197996;7,977278
05;ANTIOQUIA;05154;CAUCASIA;05154003;CUTURÚ;CP;-74,787575;7,72667
05;ANTIOQUIA;05154;CAUCASIA;05154006;MARGENTO;CP;-74,953468;8,03608
05;ANTIOQUIA;05154;CAUCASIA;05154007;PUERTO COLOMBIA;CP;-75,013827;7,578983
05;ANTIOQUIA;05154;CAUCASIA;05154008;PALANCA;CP;-75,021453;8,009143
05;ANTIOQUIA;05154;CAUCASIA;05154009;PALOMAR;CP;-74,976327;8,002719
05;ANTIOQUIA;05154;CAUCASIA;05154012;SANTA ROSITA;CP;-75,325244;7,921641
05;ANTIOQUIA;05154;CAUCASIA;05154020;PUERTO TRIANA;CP;-74,892996;7,683751
05;ANTIOQUIA;05154;CAUCASIA;05154022;LA ILUSIÓN;CP;-75,090083;8,023245
05;ANTIOQUIA;05154;CAUCASIA;05154023;CACERÍ;CP;-74,928558;7,802364
05;ANTIOQUIA;05154;CAUCASIA;05154024;EL PANDO;CP;-75,069703;7,793437
05;ANTIOQUIA;05154;CAUCASIA;05154026;EL CHINO;CP;-75,094244;8,009797
05;ANTIOQUIA;05154;CAUCASIA;05154027;LA ESMERALDA;CP;-75,137597;8,011503
05;ANTIOQUIA;05154;CAUCASIA;05154031;VILLA DEL SOCORRO;CP;-75,007208;8,0483
05;ANTIOQUIA;05154;CAUCASIA;05154032;CASERÍO CONJUNTO CAÑA FISTULA;CP;-75,164822;7,949827
05;ANTIOQUIA;05154;CAUCASIA;05154033;PUEBLO NUEVO;CP;-74,959999;8,040026
05;ANTIOQUIA;05172;CHIGORODÓ;05172000;CHIGORODÓ;CM;-76,681276;7,666199
05;ANTIOQUIA;05172;CHIGORODÓ;05172003;BARRANQUILLITA;CP;-76,69685;7,57085
05;ANTIOQUIA;05172;CHIGORODÓ;05172007;GUAPÁ CARRETERAS;CP;-76,611452;7,557564
05;ANTIOQUIA;05172;CHIGORODÓ;05172013;JURADÓ;CP;-76,580047;7,500443
05;ANTIOQUIA;05172;CHIGORODÓ;05172014;CAMPITAS;CP;-76,694898;7,644593
05;ANTIOQUIA;05172;CHIGORODÓ;05172015;CHAMPITA SECTOR LA GRANJA;CP;-76,684714;7,649236
05;ANTIOQUIA;05190;CISNEROS;05190000;CISNEROS;CM;-75,087047;6,537829
05;ANTIOQUIA;05197;COCORNÁ;05197000;COCORNÁ;CM;-75,185483;6,058295
05;ANTIOQUIA;05197;COCORNÁ;05197005;LA PIÑUELA;CP;-75,14132;6,011156
05;ANTIOQUIA;05197;COCORNÁ;05197013;EL MOLINO;CP;-75,155223;6,057815
05;ANTIOQUIA;05206;CONCEPCIÓN;05206000;CONCEPCIÓN;CM;-75,257587;6,394348
05;ANTIOQUIA;05209;CONCORDIA;05209000;CONCORDIA;CM;-75,908417;6,045766
05;ANTIOQUIA;05209;CONCORDIA;05209001;EL SOCORRO;CP;-75,900896;6,121332
05;ANTIOQUIA;05209;CONCORDIA;05209006;EL GOLPE;CP;-75,841065;6,006808
05;ANTIOQUIA;05209;CONCORDIA;05209007;SALAZAR;CP;-75,909555;6,03848
05;ANTIOQUIA;05212;COPACABANA;05212000;COPACABANA;CM;-75,509309;6,348654
05;ANTIOQUIA;05212;COPACABANA;05212005;EL SALADO;CP;-75,490875;6,347254
05;ANTIOQUIA;05212;COPACABANA;05212008;CABUYAL;CP;-75,499897;6,327971
05;ANTIOQUIA;05212;COPACABANA;05212017;EL LLANO;CP;-75,51644;6,330787
05;ANTIOQUIA;05234;DABEIBA;05234000;DABEIBA;CM;-76,262977;7,000322
05;ANTIOQUIA;05234;DABEIBA;05234004;SAN JOSÉ DE URAMA;CP;-76,144689;7,01749
05;ANTIOQUIA;05234;DABEIBA;05234008;ARMENIA - CAMPARRUSIA;CP;-76,037112;7,000532
05;ANTIOQUIA;05234;DABEIBA;05234010;LAS CRUCES DE URAMA;CP;-76,19955;7,018509
05;ANTIOQUIA;05234;DABEIBA;05234012;CHIMIADÓ LLANO GRANDE;CP;-76,244793;7,075004
05;ANTIOQUIA;05234;DABEIBA;05234014;EL BOTÓN;CP;-76,255512;6,92455
05;ANTIOQUIA;05234;DABEIBA;05234017;BETANIA PUENTE NUEVO;CP;-76,046497;6,989015
05;ANTIOQUIA;05234;DABEIBA;05234018;CARA COLÓN;CP;-76,27058;7,028399
05;ANTIOQUIA;05234;DABEIBA;05234019;LA BALSITA;CP;-76,125017;7,054425
05;ANTIOQUIA;05237;DONMATÍAS;05237000;DONMATÍAS;CM;-75,39263;6,485603
05;ANTIOQUIA;05237;DONMATÍAS;05237001;BELLAVISTA;CP;-75,284998;6,540118
05;ANTIOQUIA;05237;DONMATÍAS;05237003;ARENALES;CP;-75,251923;6,543924
05;ANTIOQUIA;05237;DONMATÍAS;05237004;MONTERA;CP;-75,285974;6,507052
05;ANTIOQUIA;05237;DONMATÍAS;05237005;PRADERA;CP;-75,264564;6,508785
05;ANTIOQUIA;05240;EBÉJICO;05240000;EBÉJICO;CM;-75,764165;6,326128
05;ANTIOQUIA;05240;EBÉJICO;05240001;BRASIL;CP;-75,732455;6,33977
05;ANTIOQUIA;05240;EBÉJICO;05240003;SEVILLA;CP;-75,784617;6,294279
05;ANTIOQUIA;05240;EBÉJICO;05240008;EL ZARZAL;CP;-75,754772;6,306876
05;ANTIOQUIA;05240;EBÉJICO;05240011;LA CLARA;CP;-75,760956;6,278512
05;ANTIOQUIA;05240;EBÉJICO;05240012;FATIMA;CP;-75,76955;6,318342
05;ANTIOQUIA;05250;EL BAGRE;05250000;EL BAGRE;CM;-74,799097;7,5975
05;ANTIOQUIA;05250;EL BAGRE;05250002;PUERTO CLAVER;CP;-74,752496;7,711547
05;ANTIOQUIA;05250;EL BAGRE;05250004;PUERTO LÓPEZ;CP;-74,689394;7,438712
05;ANTIOQUIA;05250;EL BAGRE;05250005;EL REAL;CP;-74,783074;7,6246
05;ANTIOQUIA;05250;EL BAGRE;05250006;LA CORONA;CP;-74,67154;7,631284
05;ANTIOQUIA;05250;EL BAGRE;05250007;LAS NEGRITAS;CP;-74,68854;7,464158
05;ANTIOQUIA;05250;EL BAGRE;05250008;LAS SARDINAS EL PUENTE;CP;-74,802806;7,562351
